#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2020-04-06T05:36:03 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5e8abf0a9c6a	
#INFO	-out.max=99999	
#INFO	queryParameters=18	
#-oc.form=dec
#-out.max=99999
#-nav=cat:J/A+A/530/A138&tab:{J/A+A/530/A138/catalog}&key:source=J/A+A/530/A138&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/A+A/530/A138/catalog
#-order=I
#-out=HIP
#-out=Name
#H09=H09
#-out=logg
#-out=Teff
#-out=e_Teff
#-out=[Fe/H]
#-out=RAJ2000
#-out=DEJ2000
#
#RESOURCE=yCat_35300138
#Name: J/A+A/530/A138
#Title: Geneva-Copenhagen survey re-analysis (Casagrande+, 2011)
#Table	J_A_A_530_A138_catalog:
#Name: J/A+A/530/A138/catalog
#Title: *Stellar parameters
#Column	HIP	(I6)	? Hipparcos number (2) [NULL integer written as an empty string]	[ucd=meta.id;meta.main]
#Column	Name	(a12)	Other name (3)	[ucd=meta.id]
#Column	logg	(F5.2)	? Surface gravity (5)	[ucd=phys.gravity]
#Column	Teff	(F5)	? Effective temperature (6)	[ucd=phys.temperature.effective]
#Column	e_Teff	(F5)	? Teff error (7)	[ucd=stat.error;phys.temperature.effective]
#Column	[Fe/H]	(F5.2)	? Metallicity	[ucd=phys.abund.Z]
#Column	RAJ2000	(A10)	Right ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A9)	Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#HIP;Name;logg;Teff;e_Teff;[Fe/H];RAJ2000;DEJ2000
# ; ;[cm/s2];K;K;[Sun];"h:m:s";"d:m:s"
# Note: Values for Sun from Prsa et al. 2016, IAU defined values.
#------;------------;-----;-----;-----;-----;----------;---------
 36456;HD 59541    ; 4.04; 6695;   80; 0.06;07 30 05.0;-08 31 05
 36672;HD 59555    ; 3.89; 5858;   80;-0.02;07 32 39.9;+46 32 05
 36557;HD 59688    ; 3.95; 5906;   80; 0.13;07 31 13.5;+02 10 13
 36414;HD 59704    ; 4.35; 6179;   80;-0.04;07 29 31.4;-38 07 21
 36450;HD 59741    ; 3.89; 5876;   80; 0.04;07 30 01.9;-32 55 41
 36660;HD 59800    ; 3.99; 6635;   80; 0.13;07 32 26.9;+18 21 58
      ;HD 59827    ;     ; 6326;   80;-0.33;07 33 21.0;+35 47 55
 36587;HD 59831    ; 4.11; 6355;   80; 0.12;07 31 30.4;-08 08 37
 36855;HD 59875    ; 4.18; 5445;   80; 0.16;07 34 39.1;+51 32 44
  4775;HD 5988     ; 4.15; 6132;   80;-0.24;01 01 21.7;+11 54 45
 36138;HD 59946    ; 3.83; 6223;   80;-0.15;07 26 38.8;-69 34 35
 36515;HD 59967    ; 4.49; 5821;   80;-0.18;07 30 42.5;-37 20 21
 36640;HD 59984    ; 4.06; 6043;   80;-0.57;07 32 05.7;-08 52 52
 36182;HD 59995    ; 3.92; 6865;   80; 0.15;07 27 05.5;-68 36 55
      ;HD 60002    ;     ; 6260;   98;-0.21;07 32 46.2;+07 08 02
 36893;HD 60063    ; 4.29; 6832;   88;-0.29;07 35 07.4;+48 40 51
 36935;HD 60077    ; 3.72; 6819;   80;-0.24;07 35 33.6;+52 12 24
  4724;HD 6013     ; 3.70; 6704;   80;-0.17;01 00 40.0;-52 34 57
 36771;HD 60183    ; 3.74; 5767;   91; 0.01;07 33 47.3;+13 24 28
 36510;HD 60227    ; 4.01; 6537;   80; 0.05;07 30 39.8;-52 53 49
 36975;HD 60253    ; 3.91; 5676;   80; 0.16;07 36 00.1;+48 59 49
 36874;HD 60298    ; 4.26; 5777;   80;-0.05;07 34 50.4;+24 57 16
 36965;HD 60335    ; 4.18; 6973;  102;-0.02;07 35 55.9;+43 01 51
 36686;HD 60370    ; 4.35; 6448;   95;-0.32;07 32 47.7;-32 59 29
      ;HD 60381    ;     ; 6494;   80; 0.11;07 37 05.7;+54 23 06
 36898;HD 60408    ; 3.74; 5282;   80;-0.11;07 35 11.3;+23 02 45
  4764;HD 6042     ;     ; 5287;     ;-0.18;01 01 13.3;-45 17 58
  4684;HD 6045     ; 3.86; 6568;   80;-0.13;01 00 10.0;-70 10 36
      ;HD 60459    ;     ; 6484;   84;-0.23;07 34 06.8;-11 14 21
 36795;HD 60532    ; 3.79; 6245;   80;-0.09;07 34 03.1;-22 17 45
 36836;HD 60552    ; 4.17; 6360;   80;-0.15;07 34 28.8;-13 52 12
 36817;HD 60584    ;     ; 6599;     ; 0.05;07 34 19.2;-23 28 29
 36817;HD 60584/5  ;     ; 6545;     ; 0.08;07 34 19.2;-23 28 29
 36817;HD 60585    ;     ; 6654;     ; 0.13;07 34 18.6;-23 28 25
 37353;HD 60613    ; 4.10; 6196;   80;-0.33;07 40 01.0;+66 03 01
  4825;HD 6064     ; 3.78; 6351;   80; 0.04;01 01 59.6;+02 31 33
 37125;HD 60653    ; 3.73; 6874;   82; 0.00;07 37 42.7;+45 03 33
      ;HD 60683    ;     ; 5860;   80; 0.06;07 34 43.7;-26 02 20
 37193;HD 60693    ; 3.20; 6574;   83; 0.03;07 38 26.9;+51 52 32
      ;HD 60696    ;     ; 6043;   80; 0.10;07 36 02.5;+06 13 34
 36901;HD 60700    ; 4.14; 6144;   83; 0.15;07 35 12.2;-17 32 53
      ;HD 60718    ;     ; 5988;   80;-0.28;07 35 20.5;-14 02 51
 36702;HD 60734    ; 4.06; 6319;   80; 0.00;07 32 58.9;-55 09 33
 36781;HD 60752    ; 3.48; 6234;   80; 0.26;07 33 52.8;-46 44 17
 37031;HD 60803    ; 3.87; 6002;   80; 0.11;07 36 34.7;+05 51 43
 36784;HD 60865    ; 4.53; 5585;  121;-0.09;07 33 57.2;-50 51 59
  4693;HD 6090     ;     ; 5326;     ; 0.00;01 00 18.9;-72 44 35
 37503;HD 60911    ; 3.47; 5781;   80; 0.00;07 41 48.4;+67 33 58
  4868;HD 6093     ; 4.30; 6523;   80;-0.07;01 02 35.6;+27 44 52
 37235;HD 60961    ;     ; 6529;     ; 0.02;07 38 52.6;+42 27 29
 37041;HD 60966/7  ;     ; 6607;   80; 0.11;07 36 42.4;-10 38 16
 37347;HD 60983    ; 3.67; 6489;   80;-0.03;07 39 58.6;+54 27 12
 37197;HD 60987    ; 3.69; 6530;  146;-0.37;07 38 30.2;+33 42 41
 36948;HD 61005    ; 4.55; 5484;   80;-0.12;07 35 47.4;-32 12 14
 37299;HD 61012    ; 4.33; 5836;   80;-0.32;07 39 27.5;+47 58 14
 36832;HD 61033    ; 4.41; 5407;   80;-0.16;07 34 28.0;-52 58 05
 36964;HD 61051    ; 4.57; 5453;   80; 0.12;07 35 56.1;-32 50 29
 37088;HD 61064    ; 3.50; 6618;   80; 0.19;07 37 16.6;-04 06 39
 37265;HD 61110    ; 3.62; 6706;   80; 0.20;07 39 09.9;+34 35 03
 36801;HD 61122    ; 3.74; 6497;   80; 0.10;07 34 07.1;-60 14 36
      ;HD 61127    ;     ; 5826;   80;-0.22;07 38 01.8;+05 35 11
 37587;HD 61251    ; 4.18; 6178;   80;-0.29;07 42 47.9;+64 59 57
  4963;HD 6129     ; 4.01; 6061;   80;-0.06;01 03 37.1;+63 41 15
      ;HD 61299    ;     ; 5957;   80;-0.48;07 38 27.5;-05 47 21
      ;HD 61319    ;     ; 5563;   80; 0.09;07 39 06.5;+10 45 49
 37220;HD 61344    ;     ; 6939;     ;-0.33;07 38 43.2;-04 59 28
 37337;HD 61364    ; 3.87; 5782;   80;-0.07;07 39 53.4;+26 43 18
 37233;HD 61383    ; 4.06; 5750;   80;-0.32;07 38 51.3;-05 27 56
 37279;HD 61421    ;     ; 6703;     ; 0.13;07 39 18.1;+05 13 29
 37145;HD 61431    ; 3.62; 6733;   80;-0.27;07 37 57.5;-32 07 52
 37381;HD 61500    ; 3.45; 6208;  126;-0.10;07 40 23.9;+19 21 27
 36991;HD 61544    ; 4.24; 6433;  113;-0.12;07 36 13.1;-59 36 55
  4855;HD 6156     ;     ; 5204;     ;-0.23;01 02 27.7;-21 36 38
 37332;HD 61583    ; 3.83; 6012;  119; 0.35;07 39 48.8;-06 14 39
 37224;HD 61595    ; 4.29; 6022;   80;-0.29;07 38 44.4;-31 43 52
 37349;HD 61606    ; 4.60; 4932;   80;-0.03;07 39 59.3;-03 35 50
      ;HD 61607    ;     ; 5279;   80;-0.06;07 39 55.8;-04 48 40
 37308;HD 61611    ; 3.94; 6354;   80;-0.07;07 39 34.9;-16 01 37
 37327;HD 61632    ; 4.02; 5638;   80;-0.47;07 39 45.7;-12 30 46
      ;HD 61663    ;     ; 6012;   80; 0.32;07 40 42.5;+07 03 02
 37187;HD 61689    ; 3.88; 7120;  156; 0.56;07 38 24.9;-45 32 48
      ;HD 6171     ;     ; 5979;  131;-0.09;01 00 56.0;-72 33 53
 37486;HD 61787    ;     ; 6375; 1226; 0.19;07 41 42.6;+18 03 11
  4839;HD 6179     ; 3.78; 6901;  118;-0.24;01 02 15.5;-45 10 19
 37420;HD 61811    ; 3.96; 6447;   80; 0.03;07 40 54.2;-06 43 11
 37413;HD 61813    ; 4.02; 6900;  100;-0.06;07 40 51.9;-07 17 30
 37580;HD 61859    ; 3.83; 6630;   80; 0.05;07 42 43.5;+34 00 00
 37484;HD 61886    ;     ; 5834;     ;-0.11;07 41 42.3;+09 42 17
 37206;HD 61903    ; 4.30; 6240;   80; 0.06;07 38 34.8;-54 38 11
 37882;HD 61907    ;     ; 6756;  148;-0.17;07 45 52.2;+65 09 13
 37884;HD 61907    ; 4.39; 6819;   80;-0.03;07 45 52.4;+65 09 28
 38018;HD 61994    ; 4.35; 5535;   80;-0.18;07 47 30.5;+70 12 23
      ;HD 6200     ;     ; 6932;  145;-0.22;01 03 56.6;+53 05 15
 37493;HD 62018    ; 3.56; 6996;  135;-0.05;07 41 45.1;-07 09 03
 36658;HD 62039    ; 3.89; 5985;   80; 0.02;07 32 25.2;-78 05 09
 37360;HD 62061    ; 3.88; 5944;   80;-0.09;07 40 07.9;-44 25 49
      ;HD 62074    ;     ; 6700;   80; 0.34;07 42 00.3;-05 47 35
  5021;HD 6210     ; 3.45; 6117;  133; 0.30;01 04 19.4;+61 34 48
      ;HD 62107    ;     ; 6486;  185;-0.11;07 41 17.2;-26 45 28
      ;HD 62112    ;     ; 6442;  137;-0.21;07 39 55.1;-49 25 39
 37166;HD 62115    ; 3.49; 5187;   80;-0.37;07 38 15.5;-63 34 25
      ;HD 62146    ;     ; 6121;   80;-0.20;07 41 58.2;-14 24 28
 37584;HD 62161    ;     ; 6468;     ;-0.16;07 42 45.9;+04 04 14
      ;HD 6218     ;     ; 5545;   93; 0.38;01 02 55.6;-27 37 07
 37802;HD 62196    ; 4.26; 6889;  229;-0.66;07 45 04.1;+48 23 40
 37164;HD 62282    ; 3.93; 6816;   91; 0.01;07 38 14.2;-67 26 52
 37645;HD 62323    ;     ; 6187;     ; 0.10;07 43 31.1;+03 29 09
 37863;HD 62454    ; 4.04; 6993;   80; 0.10;07 45 42.3;+39 32 49
 38052;HD 62522    ; 4.19; 5935;   80;-0.29;07 47 57.1;+60 17 45
      ;HD 62529    ;     ; 5950;   80;-0.13;07 44 01.5;-11 18 59
 37639;HD 62558    ; 3.83; 5986;   80; 0.06;07 43 24.5;-29 21 35
      ;HD 62583    ;     ; 6837;  149;-0.10;07 40 55.1;-61 59 23
 38141;HD 62585    ; 3.77; 6805;   82;-0.06;07 48 59.3;+64 22 14
      ;HD 62604    ;     ; 6184;   80;-0.14;07 44 34.4;-07 17 21
 37618;HD 62608    ; 4.15; 5772;   80;-0.21;07 43 06.8;-39 57 39
 38784;HD 62613    ; 4.52; 5530;   80;-0.17;07 56 17.2;+80 15 55
 38102;HD 62667    ; 3.85; 6791;   80; 0.09;07 48 28.8;+59 05 05
 37715;HD 62683    ; 4.12; 5697;   80;-0.05;07 44 11.4;-27 42 35
 37909;HD 62720    ; 3.84; 6635;   80;-0.25;07 46 07.9;+21 07 19
      ;HD 62744    ;     ; 6806;   80; 0.02;07 45 13.6;-10 49 23
 37922;HD 62766    ; 4.21; 6444;   80;-0.16;07 46 16.4;+17 00 51
      ;HD 62810    ;     ; 5820;   80; 0.37;07 45 58.9;+05 04 22
 37635;HD 62848    ; 4.38; 6108;   80;-0.02;07 43 21.4;-52 09 50
      ;HD 62849    ;     ; 5506;   80;-0.29;07 43 23.6;-52 30 28
 37563;HD 62850    ; 4.42; 5908;   80; 0.08;07 42 36.0;-59 17 50
 37879;HD 62883    ; 4.15; 6157;  122;-0.05;07 45 50.9;-07 31 46
 37781;HD 62911    ;     ; 5336;     ;-0.03;07 44 47.1;-33 43 54
 38104;HD 62923    ;     ; 5573;     ; 0.25;07 48 31.8;+47 45 53
      ;HD 62928    ;     ; 5909;   80; 0.10;07 46 51.3;+14 03 19
      ;HD 6295     ;     ; 5699;     ; 0.05;01 01 59.6;-73 25 16
 37891;HD 62952    ; 3.44; 6934;   80;-0.32;07 45 56.8;-14 33 49
   462;HD 63       ; 4.28; 6495;   80;-0.11;00 05 31.1;-09 37 02
 37718;HD 63008    ; 4.59; 5930;  420;-0.16;07 44 12.5;-50 27 24
 37727;HD 63008    ; 4.51; 5703;   80;-0.12;07 44 16.4;-50 27 59
  5034;HD 6301     ; 4.07; 6492;   80;-0.02;01 04 27.6;+29 39 31
 37952;HD 63023/4  ;     ; 6574;     ; 0.45;07 46 44.8;-03 53 15
  4974;HD 6307     ; 4.59; 6274;   80;-0.17;01 03 43.8;-30 23 55
 37853;HD 63077    ;     ; 5868;     ;-0.73;07 45 34.9;-34 10 20
      ;HD 63091    ;     ; 6467;   84;-0.17;07 48 23.8;+33 16 20
      ;HD 63157    ;     ; 4830;   80; 0.19;06 49 38.7;-87 58 08
 37806;HD 63176    ; 3.31; 6812;   80; 0.07;07 45 07.1;-50 17 16
      ;HD 6320     ;     ; 5968;   80;-0.14;01 05 25.9;+64 12 46
 38106;HD 63208    ; 2.92; 6618;   80; 0.33;07 48 33.6;+23 08 27
      ;HD 63219    ;     ; 6332;   80;-0.20;07 45 36.3;-47 35 08
 38325;HD 63332    ; 4.27; 6397;   80;-0.06;07 51 05.7;+54 07 45
 38048;HD 63336    ; 4.22; 6468;   89;-0.01;07 47 56.7;-12 11 33
  4934;HD 6334     ; 4.11; 6427;   80; 0.07;01 03 17.9;-60 05 50
 37992;HD 63424    ; 3.50; 6745;   80;-0.24;07 47 10.1;-39 06 11
 37631;HD 63428    ; 3.88; 6127;   80; 0.24;07 43 19.9;-70 03 50
      ;HD 63434    ;     ; 6380;   80;-0.19;07 49 05.8;+05 45 20
      ;HD 63450    ;     ; 6581;   80;-0.21;07 46 49.9;-47 03 42
 38330;HD 63456    ;     ; 5771;  141; 0.13;07 51 06.2;+47 08 03
      ;HD 63498    ;     ; 6417;   80;-0.02;07 49 23.9;+05 04 47
 38213;HD 63516    ; 4.33; 5945;   80; 0.05;07 49 41.6;+08 10 51
      ;HD 63521    ;     ; 6438;   80; 0.11;07 48 46.0;-17 24 28
 38328;HD 63570    ;     ; 6515;     ;-0.12;07 51 06.0;+37 12 42
 37918;HD 63581    ;     ; 5357;     ; 0.00;07 46 14.8;-59 48 50
 37735;HD 63583    ; 4.51; 5347;   80; 0.27;07 44 20.6;-69 30 39
 38134;HD 63598    ; 4.22; 5904;   80;-0.78;07 48 53.5;-24 58 24
 37923;HD 63608    ; 4.62; 5334;   80; 0.06;07 46 16.9;-59 48 34
      ;HD 63627    ;     ; 6149;  105; 0.24;07 46 27.1;-59 05 21
      ;HD 63633    ;     ; 6681;   98; 0.35;07 49 50.1;-02 03 58
      ;HD 63651    ;     ; 7025;     ;-0.12;07 49 58.1;-02 16 22
  4997;HD 6367     ; 3.89; 6493;   80;-0.08;01 04 02.1;-40 31 50
 38288;HD 63674    ;     ;     ;     ;     ;07 50 40.0;+15 57 17
      ;HD 63678    ;     ; 5771;   86;-0.23;07 49 33.8;-16 51 37
 37930;HD 63685    ; 3.99; 5474;   80; 0.02;07 46 23.2;-61 25 48
 38051;HD 63725    ; 4.08; 6422;   80; 0.17;07 47 56.8;-49 45 30
 38216;HD 63754    ; 4.02; 6190;   80; 0.33;07 49 45.2;-20 12 27
      ;HD 6376     ;     ; 6687;   80; 0.07;01 04 37.5;-05 19 18
 38177;HD 63785    ; 4.29; 6439;   80;-0.09;07 49 24.1;-30 33 28
 38405;HD 63795    ; 3.34; 6757;   84; 0.31;07 52 04.5;+33 51 17
 38422;HD 63814    ; 4.23; 5967;   80;-0.14;07 52 15.5;+36 16 11
   880;HD 639      ; 4.06; 6623;   80;-0.02;00 10 46.8;+37 28 26
      ;HD 63911    ;     ; 6508;   80;-0.24;07 50 36.0;-18 56 26
      ;HD 63916    ;     ; 5713;   80; 0.30;07 50 13.1;-28 29 48
 38237;HD 63944    ; 3.51; 6239;   97; 0.20;07 49 59.9;-35 06 28
  5081;HD 6397     ; 3.25; 6625;   80;-0.08;01 05 05.3;+14 56 46
 38264;HD 63986    ; 4.17; 6448;  139; 0.16;07 50 21.6;-32 10 00
  5046;HD 6402     ; 4.00; 6261;   80;-0.08;01 04 37.3;-30 29 17
      ;HD 64055    ;     ; 6327;   80;-0.02;07 51 25.4;-15 52 32
 38541;HD 64090    ;     ; 5472;     ;-1.94;07 53 33.1;+30 36 18
      ;HD 64091    ;     ; 6890;   80;-0.19;07 53 16.2;+27 54 53
 38382;HD 64096    ; 4.21; 5917;   80;-0.13;07 51 46.2;-13 53 52
 38127;HD 64141    ; 4.17; 6773;   80; 0.20;07 48 47.6;-61 09 45
 38179;HD 64184    ; 4.38; 5668;   80;-0.18;07 49 26.6;-59 22 51
 38160;HD 64185    ; 4.18; 6702;   80; 0.05;07 49 12.8;-60 17 01
 38474;HD 64235    ;     ; 6744;     ; 0.03;07 52 47.8;-05 25 41
  5086;HD 6424     ; 4.00; 6578;   90;-0.21;01 05 09.6;+11 18 56
      ;HD 64257    ;     ; 6110;   80;-0.03;07 52 58.0;-02 00 51
 38636;HD 64273    ; 4.22; 5645;   80; 0.15;07 54 40.4;+38 05 57
      ;HD 64321    ;     ; 6406;   80;-0.03;08 04 10.6;+79 37 35
 38647;HD 64324    ; 4.53; 5731;   80;-0.09;07 54 48.4;+34 37 11
      ;HD 64364    ;     ; 6205;   80; 0.27;07 51 52.3;-38 54 38
 38423;HD 64379    ; 4.36; 6525;   80;-0.11;07 52 15.6;-34 42 19
  5210;HD 6447     ; 4.55; 6145;   80; 0.13;01 06 38.1;+64 23 34
      ;HD 64474    ;     ; 5660;   80; 0.10;07 53 42.1;-12 15 55
      ;HD 64489    ;     ; 5633;   80;-0.36;07 55 36.2;+36 30 07
      ;HD 6449     ;     ; 6133;   80;-0.21;01 06 01.2;+44 47 08
      ;HD 64510    ;     ; 5693;   80; 0.15;07 55 27.2;+29 09 30
  5148;HD 6455     ; 3.40; 6867;  131;-0.49;01 05 54.1;+32 59 37
 38745;HD 64558    ; 3.65; 5588;   80;-0.29;07 55 55.1;+34 27 15
 38625;HD 64606    ; 4.54; 5278;   80;-0.76;07 54 34.1;-01 24 44
  5145;HD 6462     ; 3.98; 6226;   80;-0.13;01 05 51.4;+20 57 51
 38543;HD 64620    ; 3.71; 5663;   80; 0.30;07 53 33.2;-29 44 03
      ;HD 64629    ;     ; 6320;   86;-0.11;07 55 18.3;+13 17 56
 38712;HD 64685    ; 4.18; 6907;   80; 0.04;07 55 31.4;+08 51 46
  5172;HD 6469     ; 3.87; 6797;   80;-0.21;01 06 08.3;+35 30 57
 38755;HD 64704    ;     ; 6016;     ; 0.08;07 56 02.7;+23 41 33
 38730;HD 64730    ; 3.31; 5250;   80;-0.06;07 55 45.4;+13 19 54
      ;HD 64744    ;     ; 6220;   80;-0.21;07 57 08.2;+41 08 54
      ;HD 64751    ;     ; 6283;   80; 0.12;07 54 58.1;-13 17 05
      ;HD 6478     ;     ; 6874;   80; 0.06;01 05 56.5;+15 22 56
  5141;HD 6479     ; 4.50; 6514;  291;-0.23;01 05 49.2;+04 54 30
  5144;HD 6480     ; 4.34; 6288;   80;-0.25;01 05 51.4;+04 54 33
 38750;HD 64815    ; 3.92; 5761;   80;-0.19;07 56 00.6;+06 30 44
 38713;HD 64837    ; 3.98; 6664;   80;-0.07;07 55 32.0;-10 39 44
 38724;HD 64920    ; 3.58; 6801;   93;-0.01;07 55 41.2;-13 43 56
      ;HD 65027    ;     ; 6162;   80; 0.01;07 56 12.5;-14 54 06
      ;HD 65065    ;     ; 5188;   80;-0.13;07 57 22.6;+13 12 24
      ;HD 65089    ;     ; 5700;   80; 0.07;07 55 18.0;-41 49 49
 38870;HD 65123    ;     ; 6351;     ;-0.13;07 57 16.2;+01 07 37
 38888;HD 65139    ; 3.11; 6488;  143; 0.22;07 57 28.1;+05 17 06
 38817;HD 65141    ; 3.93; 6111;   86; 0.02;07 56 39.8;-16 31 53
 39072;HD 65156    ; 4.35; 5812;   97;-0.22;07 59 37.9;+48 46 34
  5146;HD 6516     ; 4.13; 6718;  106;-0.58;01 05 52.5;-25 28 51
  5140;HD 6517     ; 3.72; 5878;   80;-0.14;01 05 49.3;-26 18 25
 38600;HD 65170    ; 4.30; 6230;   94;-0.08;07 54 13.1;-58 34 29
      ;HD 65174    ;     ; 6444;   80;-0.15;07 57 34.8;+02 38 05
   889;HD 652      ; 4.42; 6106;   80;-0.11;00 10 56.0;+48 06 37
 39074;HD 65219    ;     ; 6286;     ; 0.28;07 59 40.7;+46 37 12
 38729;HD 65272    ; 4.34; 5591;  111; 0.18;07 55 44.8;-48 02 30
  5181;HD 6529     ; 3.00; 6802;   94; 0.05;01 06 15.4;-00 15 55
 39221;HD 65301    ; 3.97; 6681;   80; 0.09;08 01 20.7;+59 02 50
 39064;HD 65430    ; 4.51; 5193;   80;-0.03;07 59 33.9;+20 50 37
 39046;HD 65431    ; 3.86; 6341;   80; 0.14;07 59 17.6;+16 49 08
      ;HD 6551     ;     ; 5628;   80;-0.17;01 04 13.2;-73 19 05
      ;HD 65557    ;     ; 6281;   80;-0.08;07 59 45.4;+13 41 20
 39378;HD 65601    ; 3.84; 6801;   80;-0.08;08 03 03.5;+61 37 52
      ;HD 65610    ;     ; 6811;   80;-0.11;07 59 02.7;-13 53 48
 39348;HD 65626    ; 3.38; 5792;  129; 0.13;08 02 35.7;+57 16 25
      ;HD 65627    ;     ; 6503;  120; 0.16;08 01 35.0;+45 03 40
 39096;HD 65629    ; 4.57; 5638;   80;-0.48;07 59 53.3;+09 53 55
 38980;HD 65721    ; 4.50; 5383;   80;-0.33;07 58 36.9;-34 56 41
 39169;HD 65736    ; 2.44; 4890;  153;-0.54;08 00 41.2;+18 14 44
 39267;HD 65755    ; 3.55; 6304;   80; 0.20;08 01 47.4;+40 08 41
  5168;HD 6577     ; 3.51; 5143;   80;-0.33;01 06 06.2;-41 30 03
      ;HD 65793    ;     ; 6283;   80;-0.03;07 59 22.9;-29 21 06
 39062;HD 65813    ; 4.01; 6915;  108;-0.33;07 59 30.3;-28 25 59
  5336;HD 6582     ;     ; 5458;     ;-0.79;01 08 16.3;+54 55 12
 38933;HD 65820    ; 3.57; 6209;  106;-0.04;07 57 58.7;-52 17 38
 39226;HD 65857    ;     ; 6235;     ;-0.15;08 01 23.1;+16 56 58
  5249;HD 6586     ;     ; 6218;     ; 0.07;01 07 09.1;+38 39 01
 39616;HD 65871    ;     ; 6068;     ;-0.47;08 05 44.0;+68 22 53
 39212;HD 65874    ; 3.90; 5938;   80; 0.16;08 01 13.5;+08 22 34
   872;HD 659      ; 3.48; 5439;   98;-0.17;00 10 42.4;-54 24 01
 38908;HD 65907    ; 4.42; 6042;   80;-0.29;07 57 46.9;-60 18 11
 38259;HD 65911    ; 4.10; 5799;   80; 0.02;07 50 16.4;-80 10 09
 39394;HD 65914    ; 3.95; 6545;   80; 0.07;08 03 12.7;+46 13 02
 39101;HD 65923    ; 4.16; 6148;   80;-0.04;07 59 57.1;-30 22 32
 39099;HD 65924    ; 4.10; 6676;   80; 0.14;07 59 54.9;-31 59 07
 39061;HD 65925    ; 3.65; 6748;   80;-0.07;07 59 28.3;-39 17 48
 39198;HD 65938    ; 3.44; 5205;   80;-0.22;08 01 03.4;-06 25 09
      ;HD 65939    ;     ; 5452;   80;-0.25;08 00 56.8;-07 38 30
 39071;HD 65982    ; 4.37; 6015;   80;-0.16;07 59 37.6;-43 17 56
 39271;HD 66011    ; 3.71; 6107;  112; 0.38;08 01 50.7;+08 54 50
      ;HD 66020    ;     ;     ;     ;     ;08 00 02.1;-40 02 22
 39264;HD 66094/5  ; 3.08; 6500;  152; 0.63;08 01 44.5;-08 35 35
   865;HD 661/2    ; 4.04; 7002;   80; 0.21;00 10 38.5;-73 13 27
  5276;HD 6611     ; 4.18; 6178;   80;-0.04;01 07 28.7;+41 15 31
      ;HD 66136    ;     ; 6106;  117;-0.30;07 58 46.1;-59 27 08
 39393;HD 66139    ; 4.34; 6404;   80;-0.35;08 03 11.8;+27 55 54
 40055;HD 66170    ; 4.13; 6375;   80;-0.49;08 10 56.6;+77 38 31
 39822;HD 66171    ; 4.42; 5798;   80;-0.22;08 08 10.5;+71 55 27
 39325;HD 66177    ; 4.41; 5752;   98;-0.01;08 02 26.0;+04 09 07
 39505;HD 66212    ; 2.75; 6432;   80; 0.18;08 04 29.5;+44 59 25
      ;HD 66261    ;     ; 5335;   80; 0.20;07 58 27.4;-65 00 22
 39533;HD 66263    ; 3.69; 6504;   80; 0.07;08 04 44.4;+47 17 23
 39354;HD 66268    ; 3.45; 6410;   80;-0.15;08 02 40.2;-02 23 49
  5227;HD 6628     ; 3.04; 4837;   80;-0.90;01 06 49.0;-22 51 21
      ;HD 66280    ;     ; 5726;     ;-0.31;08 01 05.5;-40 13 08
      ;HD 66280    ;     ; 5382;     ;-0.32;08 01 05.3;-40 13 14
 39404;HD 66302    ; 3.75; 6684;   80;-0.16;08 03 20.2;+11 20 55
 39254;HD 66308    ; 4.19; 6484;   80;-0.25;08 01 39.6;-34 41 42
 39088;HD 66340    ; 4.56; 5281;   80; 0.14;07 59 47.6;-59 12 43
 39418;HD 66348    ;     ; 6363;     ; 0.16;08 03 28.7;+12 10 52
 39405;HD 66349    ; 4.31; 6071;   80; 0.04;08 03 20.6;+07 07 27
      ;HD 66384    ;     ; 6881;   80;-0.03;08 01 48.1;-36 10 53
      ;HD 6640     ;     ; 6396;   80; 0.18;01 06 53.9;-22 17 03
 39417;HD 66428    ; 4.31; 5694;   80; 0.28;08 03 28.6;-01 09 45
      ;HD 66469    ;     ; 6363;   80;-0.12;08 05 24.3;+41 41 10
 39528;HD 66485    ; 4.49; 5639;   80; 0.08;08 04 42.7;+24 19 48
 39425;HD 66488    ; 4.28; 6321;   83; 0.02;08 03 32.1;-08 10 24
      ;HD 66493    ;     ; 6985;  117;-0.01;08 03 19.8;-16 40 59
 39495;HD 66509    ; 4.27; 5141;   80;-0.40;08 04 23.1;+12 17 22
  5253;HD 6651     ; 4.35; 6284;   80; 0.24;01 07 10.9;-01 43 55
      ;HD 6655     ;     ; 6268;   95;-0.09;01 05 18.2;-72 33 14
  5333;HD 6656     ; 4.03; 6738;   87;-0.65;01 08 11.7;+55 09 20
 39506;HD 66573    ; 4.40; 5745;   80;-0.51;08 04 29.8;+09 16 04
      ;HD 66623    ;     ; 5957;   80;-0.06;08 03 06.2;-35 05 00
 38927;HD 66631    ; 4.03; 6577;   80; 0.09;07 57 55.1;-73 28 23
